s,intensity
8.48528,194.141
7.54983,4.61817
6.63325,1232.91
5.74456,10.3831
4.89898,3053.66
4.12311,23.2533
3.4641,1527.73
3,26.5357
2.82843,7387.45
3,14.3322
3.4641,8319.41
4.12311,7.07816
4.89898,1407.38
5.74456,1.8397
6.63325,831.665
7.54983,0.300128
8.48528,276.139
9.43398,0.0190052
9.69536,0.487652
8.77496,0.135974
7.87401,2.20471
7,3.30607
6.16441,8.06419
5.38516,80.6996
4.69042,19.8199
4.12311,0.165571
3.74166,24.4621
3.60555,364.403
3.74166,25.152
4.12311,102.309
4.69042,18.0328
5.38516,29.9175
6.16441,8.12344
7,9.9752
7.87401,2.42961
8.77496,0.00111456
9.69536,0.477797
9.16515,130.306
8.30662,2.47532
7.48331,457.416
6.7082,6.96376
6,1289.89
5.38516,11.2619
4.89898,3218.98
4.58258,11.7032
4.47214,2795.63
4.58258,9.18168
4.89898,2004.87
5.38516,4.16417
6,1611.07
6.7082,1.0387
7.48331,526.695
8.30662,0.143892
9.16515,118.147
9.64365,0.0191483
8.83176,2.96667
8.06226,0.0843657
7.34847,9.96303
6.7082,0.000189664
6.16441,21.6214
5.74456,0.141592
5.47723,32.4161
5.38516,1.08308
5.47723,33.6306
5.74456,0.00680276
6.16441,22.0197
6.7082,0.00102607
7.34847,9.78158
8.06226,0.0336035
8.83176,2.99798
9.64365,0.000471431
9.43398,0.914825
8.7178,175.259
8.06226,2.43568
7.48331,484.589
7,3.957
6.63325,1021.51
6.40312,4.67129
6.32456,1067.9
6.40312,3.36036
6.63325,826.486
7,1.35473
7.48331,537.639
8.06226,0.385353
8.7178,187.392
9.43398,0.056075
9.43398,0.164822
8.83176,5.71875
8.30662,0.60704
7.87401,12.7692
7.54983,0.078838
7.34847,19.6255
7.28011,6.55856
7.34847,19.1213
7.54983,0.921743
7.87401,12.9046
8.30662,0.258817
8.83176,5.84811
9.43398,0.187567
9.64365,0.56311
9.16515,125.643
8.77496,1.03508
8.48528,182.207
8.30662,1.11967
8.24621,285.717
8.30662,0.755654
8.48528,253.537
8.77496,0.353803
9.16515,108.381
9.64365,0.0897749
9.69536,4.30131
9.43398,0.028709
9.27362,6.31983
9.21954,0.412803
9.27362,6.3888
9.43398,0.27481
9.69536,4.29091
9.89949,0.152417
9.53939,85.8042
9.27362,0.17691
9.11043,117.159
9.05539,0.127202
9.11043,128.67
9.27362,0.043384
9.53939,88.3834
9.89949,0.00462742
9.48683,0.151751
9,6.5195
8.60233,0.694687
8.30662,11.7308
8.12404,0.0165971
8.06226,14.4982
8.12404,2.39327
8.30662,11.9628
8.60233,0.317542
9,6.54582
9.48683,0.0669303
9.94987,62.5177
9.27362,0.416889
8.66025,164.395
8.12404,0.856726
7.68115,390.942
7.34847,0.886946
7.14143,869.172
7.07107,0.566511
7.14143,573.29
7.34847,0.21045
7.68115,338.576
8.12404,0.0291361
8.66025,222.163
9.27362,2.10501e-05
9.94987,59.6524
9.27362,0.137182
8.544,5.31007
7.87401,2.21262
7.28011,15.074
6.78233,37.2338
6.40312,28.1404
6.16441,0.0479311
6.08276,32.8714
6.16441,74.9786
6.40312,27.1634
6.78233,14.0304
7.28011,14.7716
7.87401,2.65266
8.544,5.55134
9.27362,0.66127
9.48683,0.508327
8.66025,161.937
7.87401,1.42314
7.14143,867.235
6.48074,2.24745
5.91608,1719.99
5.47723,3.44665
5.19615,889.919
5.09902,2.24353
5.19615,2659.5
5.47723,0.727373
5.91608,2205.09
6.48074,0.0894112
7.14143,458.585
7.87401,0.00308773
8.66025,183.352
9.48683,0.0108087
9.89949,0.131571
9,1.61846
8.12404,1.96184
7.28011,7.2011
6.48074,20.9331
5.74456,17.4717
5.09902,234.126
4.58258,30.9657
4.24264,0.0286073
4.12311,42.2959
4.24264,545.901
4.58258,32.776
5.09902,92.7026
5.74456,18.7906
6.48074,18.0467
7.28011,6.63342
8.12404,4.42809
9,1.60801
9.89949,0.000500564
9.53939,91.3017
8.60233,1.00533
7.68115,533.673
6.78233,3.23846
5.91608,967.267
5.09902,7.17007
4.3589,2580.85
3.74166,5.80151
3.31662,9771.36
3.16228,4.45393
3.31662,3666.1
3.74166,1.67478
4.3589,1701.01
5.09902,0.172698
5.91608,2061.7
6.78233,0.000847192
7.68115,473.674
8.60233,0.0319907
9.53939,79.0477
9.27362,0.269245
8.30662,0.763912
7.34847,1.77596
6.40312,2.66069
5.47723,22.4628
4.58258,8.89394
3.74166,303.252
3,16.6083
2.44949,0.0423613
2.23607,16.9171
2.44949,659.311
3,15.627
3.74166,117.238
4.58258,7.85625
5.47723,22.504
6.40312,3.07576
7.34847,5.56425
8.30662,0.786547
9.11043,130.519
8.12404,1.67383
7.14143,596.174
6.16441,4.76842
5.19615,2575.08
4.24264,8.26102
3.31662,5368.34
2.44949,11.2809
1.73205,4726.68
1.41421,7.09327
1.73205,8177.89
2.44949,2.41594
3.31662,6204.2
4.24264,0.325895
5.19615,1829.35
6.16441,0.00587804
7.14143,637.843
8.12404,0.0396436
9.11043,140.373
9.11043,130.519
8.12404,1.67383
7.14143,596.174
6.16441,4.76842
5.19615,2575.08
4.24264,8.26102
3.31662,5368.34
2.44949,11.2809
1.73205,4726.68
1.41421,7.09327
1.73205,8177.89
2.44949,2.41594
3.31662,6204.2
4.24264,0.325895
5.19615,1829.35
6.16441,0.00587804
7.14143,637.843
8.12404,0.0396436
9.11043,140.373
9.27362,0.269245
8.30662,0.763912
7.34847,1.77596
6.40312,2.66069
5.47723,22.4628
4.58258,8.89394
3.74166,303.252
3,16.6083
2.44949,0.0423613
2.23607,16.9171
2.44949,659.311
3,15.627
3.74166,117.238
4.58258,7.85625
5.47723,22.504
6.40312,3.07576
7.34847,5.56425
8.30662,0.786547
9.53939,91.3017
8.60233,1.00533
7.68115,533.673
6.78233,3.23846
5.91608,967.267
5.09902,7.17007
4.3589,2580.85
3.74166,5.80151
3.31662,9771.36
3.16228,4.45393
3.31662,3666.1
3.74166,1.67478
4.3589,1701.01
5.09902,0.172698
5.91608,2061.7
6.78233,0.000847192
7.68115,473.674
8.60233,0.0319907
9.53939,79.0477
9.89949,0.131571
9,1.61846
8.12404,1.96184
7.28011,7.2011
6.48074,20.9331
5.74456,17.4717
5.09902,234.126
4.58258,30.9657
4.24264,0.0286073
4.12311,42.2959
4.24264,545.901
4.58258,32.776
5.09902,92.7026
5.74456,18.7906
6.48074,18.0467
7.28011,6.63342
8.12404,4.42809
9,1.60801
9.89949,0.000500564
9.48683,0.508327
8.66025,161.937
7.87401,1.42314
7.14143,867.235
6.48074,2.24745
5.91608,1719.99
5.47723,3.44665
5.19615,889.919
5.09902,2.24353
5.19615,2659.5
5.47723,0.727373
5.91608,2205.09
6.48074,0.0894112
7.14143,458.585
7.87401,0.00308773
8.66025,183.352
9.48683,0.0108087
9.27362,0.137182
8.544,5.31007
7.87401,2.21262
7.28011,15.074
6.78233,37.2338
6.40312,28.1404
6.16441,0.0479311
6.08276,32.8714
6.16441,74.9786
6.40312,27.1634
6.78233,14.0304
7.28011,14.7716
7.87401,2.65266
8.544,5.55134
9.27362,0.66127
9.94987,62.5177
9.27362,0.416889
8.66025,164.395
8.12404,0.856726
7.68115,390.942
7.34847,0.886946
7.14143,869.172
7.07107,0.566511
7.14143,573.29
7.34847,0.21045
7.68115,338.576
8.12404,0.0291361
8.66025,222.163
9.27362,2.10501e-05
9.94987,59.6524
9.48683,0.151751
9,6.5195
8.60233,0.694687
8.30662,11.7308
8.12404,0.0165971
8.06226,14.4982
8.12404,2.39327
8.30662,11.9628
8.60233,0.317542
9,6.54582
9.48683,0.0669303
9.89949,0.152417
9.53939,85.8042
9.27362,0.17691
9.11043,117.159
9.05539,0.127202
9.11043,128.67
9.27362,0.043384
9.53939,88.3834
9.89949,0.00462742
10,59.5618
9.84886,0.0547404
9.48683,5.26157
9.21954,0.68152
9.05539,7.82406
9.05539,7.82406
9.21954,0.68152
9.48683,5.26157
9.84886,0.0547404
10,50.5698
9.43398,0.0627994
8.94427,166.085
8.544,0.048099
8.24621,286.929
8.06226,0.0113045
8,261.545
8.06226,0.0113045
8.24621,286.929
8.544,0.048099
8.94427,166.085
9.43398,0.0627994
10,50.5698
9.89949,2.14221
9.21954,0.118453
8.60233,7.17668
8.06226,0.730805
7.61577,15.6302
7.28011,5.00844
7.07107,23.7244
7.07107,23.7244
7.28011,5.00844
7.61577,15.6302
8.06226,0.730805
8.60233,7.17668
9.21954,0.118453
9.89949,2.14221
10,55.9824
9.21954,0.152945
8.48528,236.256
7.81025,0.285701
7.2111,565.572
6.7082,0.217262
6.32456,1071.16
6.08276,0.0188604
6,1569.53
6.08276,0.0188604
6.32456,1071.16
6.7082,0.217262
7.2111,565.572
7.81025,0.285701
8.48528,236.256
9.21954,0.152945
10,55.9824
9.43398,0.000428912
8.60233,3.61463
7.81025,0.0279767
7.07107,12.1335
6.40312,0.106168
5.83095,27.5173
5.38516,0.387787
5.09902,39.567
5.09902,39.567
5.38516,0.387787
5.83095,27.5173
6.40312,0.106168
7.07107,12.1335
7.81025,0.0279767
8.60233,3.61463
9.43398,0.000428912
9.84886,0.148576
8.94427,155.975
8.06226,0.41689
7.2111,689.549
6.40312,0.685498
5.65685,1406.94
5,0.712467
4.47214,2802.8
4.12311,0.143181
4,5077.05
4.12311,0.143181
4.47214,2802.8
5,0.712467
5.65685,1406.94
6.40312,0.685498
7.2111,689.549
8.06226,0.41689
8.94427,155.975
9.84886,0.148576
9.48683,0.604264
8.544,1.04109
7.61577,3.00853
6.7082,5.31873
5.83095,9.07846
5,43.2261
4.24264,21.5473
3.60555,377.868
3.16228,33.631
3.16228,33.631
3.60555,377.868
4.24264,21.5473
5,43.2261
5.83095,9.07846
6.7082,5.31873
7.61577,3.00853
8.544,1.04109
9.48683,0.604264
9.21954,0.253598
8.24621,264.215
7.28011,0.935082
6.32456,783.103
5.38516,1.3998
4.47214,5074.86
3.60555,0.630893
2.82843,7434.31
2.23607,0.203485
2,1612.29
2.23607,0.203485
2.82843,7434.31
3.60555,0.630893
4.47214,5074.86
5.38516,1.3998
6.32456,783.103
7.28011,0.935082
8.24621,264.215
9.21954,0.253598
9.05539,0.0850316
8.06226,5.02834
7.07107,0.438306
6.08276,31.0976
5.09902,2.31886
4.12311,241.584
3.16228,3.26451
2.23607,2037.47
1.41421,4.72079
1.41421,4.72079
2.23607,2037.47
3.16228,3.26451
4.12311,241.584
5.09902,2.31886
6.08276,31.0976
7.07107,0.438306
8.06226,5.02834
9.05539,0.0850316
10,50.5597
9,0.34817
8,373.395
7,0.773448
6,2117.74
5,1.65306
4,1484.69
3,2.26701
2,4468.25
1,0.130971
1,0.130971
2,4468.25
3,2.26701
4,1484.69
5,1.65306
6,2117.74
7,0.773448
8,373.395
9,0.34817
10,50.5597
9.05539,0.0850316
8.06226,5.02834
7.07107,0.438306
6.08276,31.0976
5.09902,2.31886
4.12311,241.584
3.16228,3.26451
2.23607,2037.47
1.41421,4.72079
1.41421,4.72079
2.23607,2037.47
3.16228,3.26451
4.12311,241.584
5.09902,2.31886
6.08276,31.0976
7.07107,0.438306
8.06226,5.02834
9.05539,0.0850316
9.21954,0.253598
8.24621,264.215
7.28011,0.935082
6.32456,783.103
5.38516,1.3998
4.47214,5074.86
3.60555,0.630893
2.82843,7434.31
2.23607,0.203485
2,1612.29
2.23607,0.203485
2.82843,7434.31
3.60555,0.630893
4.47214,5074.86
5.38516,1.3998
6.32456,783.103
7.28011,0.935082
8.24621,264.215
9.21954,0.253598
9.48683,0.604264
8.544,1.04109
7.61577,3.00853
6.7082,5.31873
5.83095,9.07846
5,43.2261
4.24264,21.5473
3.60555,377.868
3.16228,33.631
3.16228,33.631
3.60555,377.868
4.24264,21.5473
5,43.2261
5.83095,9.07846
6.7082,5.31873
7.61577,3.00853
8.544,1.04109
9.48683,0.604264
9.84886,0.148576
8.94427,155.975
8.06226,0.41689
7.2111,689.549
6.40312,0.685498
5.65685,1406.94
5,0.712467
4.47214,2802.8
4.12311,0.143181
4,5077.05
4.12311,0.143181
4.47214,2802.8
5,0.712467
5.65685,1406.94
6.40312,0.685498
7.2111,689.549
8.06226,0.41689
8.94427,155.975
9.84886,0.148576
9.43398,0.000428912
8.60233,3.61463
7.81025,0.0279767
7.07107,12.1335
6.40312,0.106168
5.83095,27.5173
5.38516,0.387787
5.09902,39.567
5.09902,39.567
5.38516,0.387787
5.83095,27.5173
6.40312,0.106168
7.07107,12.1335
7.81025,0.0279767
8.60233,3.61463
9.43398,0.000428912
10,55.9824
9.21954,0.152945
8.48528,236.256
7.81025,0.285701
7.2111,565.572
6.7082,0.217262
6.32456,1071.16
6.08276,0.0188604
6,1569.53
6.08276,0.0188604
6.32456,1071.16
6.7082,0.217262
7.2111,565.572
7.81025,0.285701
8.48528,236.256
9.21954,0.152945
10,55.9824
9.89949,2.14221
9.21954,0.118453
8.60233,7.17668
8.06226,0.730805
7.61577,15.6302
7.28011,5.00844
7.07107,23.7244
7.07107,23.7244
7.28011,5.00844
7.61577,15.6302
8.06226,0.730805
8.60233,7.17668
9.21954,0.118453
9.89949,2.14221
10,50.5698
9.43398,0.0627994
8.94427,166.085
8.544,0.048099
8.24621,286.929
8.06226,0.0113045
8,261.545
8.06226,0.0113045
8.24621,286.929
8.544,0.048099
8.94427,166.085
9.43398,0.0627994
10,50.5698
9.84886,0.0547404
9.48683,5.26157
9.21954,0.68152
9.05539,7.82406
9.05539,7.82406
9.21954,0.68152
9.48683,5.26157
9.84886,0.0547404
10,59.5618
9.89949,0.00462742
9.53939,88.3834
9.27362,0.043384
9.11043,128.67
9.05539,0.127202
9.11043,117.159
9.27362,0.17691
9.53939,85.8042
9.89949,0.152417
9.48683,0.0669303
9,6.54582
8.60233,0.317542
8.30662,11.9628
8.12404,2.39327
8.06226,14.4982
8.12404,0.0165971
8.30662,11.7308
8.60233,0.694687
9,6.5195
9.48683,0.151751
9.94987,59.6524
9.27362,2.10501e-05
8.66025,222.163
8.12404,0.0291361
7.68115,338.576
7.34847,0.21045
7.14143,573.29
7.07107,0.566511
7.14143,869.172
7.34847,0.886946
7.68115,390.942
8.12404,0.856726
8.66025,164.395
9.27362,0.416889
9.94987,62.5177
9.27362,0.66127
8.544,5.55134
7.87401,2.65266
7.28011,14.7716
6.78233,14.0304
6.40312,27.1634
6.16441,74.9786
6.08276,32.8714
6.16441,0.0479311
6.40312,28.1404
6.78233,37.2338
7.28011,15.074
7.87401,2.21262
8.544,5.31007
9.27362,0.137182
9.48683,0.0108087
8.66025,183.352
7.87401,0.00308773
7.14143,458.585
6.48074,0.0894112
5.91608,2205.09
5.47723,0.727373
5.19615,2659.5
5.09902,2.24353
5.19615,889.919
5.47723,3.44665
5.91608,1719.99
6.48074,2.24745
7.14143,867.235
7.87401,1.42314
8.66025,161.937
9.48683,0.508327
9.89949,0.000500564
9,1.60801
8.12404,4.42809
7.28011,6.63342
6.48074,18.0467
5.74456,18.7906
5.09902,92.7026
4.58258,32.776
4.24264,545.901
4.12311,42.2959
4.24264,0.0286073
4.58258,30.9657
5.09902,234.126
5.74456,17.4717
6.48074,20.9331
7.28011,7.2011
8.12404,1.96184
9,1.61846
9.89949,0.131571
9.53939,79.0477
8.60233,0.0319907
7.68115,473.674
6.78233,0.000847192
5.91608,2061.7
5.09902,0.172698
4.3589,1701.01
3.74166,1.67478
3.31662,3666.1
3.16228,4.45393
3.31662,9771.36
3.74166,5.80151
4.3589,2580.85
5.09902,7.17007
5.91608,967.267
6.78233,3.23846
7.68115,533.673
8.60233,1.00533
9.53939,91.3017
8.30662,0.786547
7.34847,5.56425
6.40312,3.07576
5.47723,22.504
4.58258,7.85625
3.74166,117.238
3,15.627
2.44949,659.311
2.23607,16.9171
2.44949,0.0423613
3,16.6083
3.74166,303.252
4.58258,8.89394
5.47723,22.4628
6.40312,2.66069
7.34847,1.77596
8.30662,0.763912
9.27362,0.269245
9.11043,140.373
8.12404,0.0396436
7.14143,637.843
6.16441,0.00587804
5.19615,1829.35
4.24264,0.325895
3.31662,6204.2
2.44949,2.41594
1.73205,8177.89
1.41421,7.09327
1.73205,4726.68
2.44949,11.2809
3.31662,5368.34
4.24264,8.26102
5.19615,2575.08
6.16441,4.76842
7.14143,596.174
8.12404,1.67383
9.11043,130.519
9.11043,140.373
8.12404,0.0396436
7.14143,637.843
6.16441,0.00587804
5.19615,1829.35
4.24264,0.325895
3.31662,6204.2
2.44949,2.41594
1.73205,8177.89
1.41421,7.09327
1.73205,4726.68
2.44949,11.2809
3.31662,5368.34
4.24264,8.26102
5.19615,2575.08
6.16441,4.76842
7.14143,596.174
8.12404,1.67383
9.11043,130.519
8.30662,0.786547
7.34847,5.56425
6.40312,3.07576
5.47723,22.504
4.58258,7.85625
3.74166,117.238
3,15.627
2.44949,659.311
2.23607,16.9171
2.44949,0.0423613
3,16.6083
3.74166,303.252
4.58258,8.89394
5.47723,22.4628
6.40312,2.66069
7.34847,1.77596
8.30662,0.763912
9.27362,0.269245
9.53939,79.0477
8.60233,0.0319907
7.68115,473.674
6.78233,0.000847192
5.91608,2061.7
5.09902,0.172698
4.3589,1701.01
3.74166,1.67478
3.31662,3666.1
3.16228,4.45393
3.31662,9771.36
3.74166,5.80151
4.3589,2580.85
5.09902,7.17007
5.91608,967.267
6.78233,3.23846
7.68115,533.673
8.60233,1.00533
9.53939,91.3017
9.89949,0.000500564
9,1.60801
8.12404,4.42809
7.28011,6.63342
6.48074,18.0467
5.74456,18.7906
5.09902,92.7026
4.58258,32.776
4.24264,545.901
4.12311,42.2959
4.24264,0.0286073
4.58258,30.9657
5.09902,234.126
5.74456,17.4717
6.48074,20.9331
7.28011,7.2011
8.12404,1.96184
9,1.61846
9.89949,0.131571
9.48683,0.0108087
8.66025,183.352
7.87401,0.00308773
7.14143,458.585
6.48074,0.0894112
5.91608,2205.09
5.47723,0.727373
5.19615,2659.5
5.09902,2.24353
5.19615,889.919
5.47723,3.44665
5.91608,1719.99
6.48074,2.24745
7.14143,867.235
7.87401,1.42314
8.66025,161.937
9.48683,0.508327
9.27362,0.66127
8.544,5.55134
7.87401,2.65266
7.28011,14.7716
6.78233,14.0304
6.40312,27.1634
6.16441,74.9786
6.08276,32.8714
6.16441,0.0479311
6.40312,28.1404
6.78233,37.2338
7.28011,15.074
7.87401,2.21262
8.544,5.31007
9.27362,0.137182
9.94987,59.6524
9.27362,2.10501e-05
8.66025,222.163
8.12404,0.0291361
7.68115,338.576
7.34847,0.21045
7.14143,573.29
7.07107,0.566511
7.14143,869.172
7.34847,0.886946
7.68115,390.942
8.12404,0.856726
8.66025,164.395
9.27362,0.416889
9.94987,62.5177
9.48683,0.0669303
9,6.54582
8.60233,0.317542
8.30662,11.9628
8.12404,2.39327
8.06226,14.4982
8.12404,0.0165971
8.30662,11.7308
8.60233,0.694687
9,6.5195
9.48683,0.151751
9.89949,0.00462742
9.53939,88.3834
9.27362,0.043384
9.11043,128.67
9.05539,0.127202
9.11043,117.159
9.27362,0.17691
9.53939,85.8042
9.89949,0.152417
9.69536,4.29091
9.43398,0.27481
9.27362,6.3888
9.21954,0.412803
9.27362,6.31983
9.43398,0.028709
9.69536,4.30131
9.64365,0.0897749
9.16515,108.381
8.77496,0.353803
8.48528,253.537
8.30662,0.755654
8.24621,285.717
8.30662,1.11967
8.48528,182.207
8.77496,1.03508
9.16515,125.643
9.64365,0.56311
9.43398,0.187567
8.83176,5.84811
8.30662,0.258817
7.87401,12.9046
7.54983,0.921743
7.34847,19.1213
7.28011,6.55856
7.34847,19.6255
7.54983,0.078838
7.87401,12.7692
8.30662,0.60704
8.83176,5.71875
9.43398,0.164822
9.43398,0.056075
8.7178,187.392
8.06226,0.385353
7.48331,537.639
7,1.35473
6.63325,826.486
6.40312,3.36036
6.32456,1067.9
6.40312,4.67129
6.63325,1021.51
7,3.957
7.48331,484.589
8.06226,2.43568
8.7178,175.259
9.43398,0.914825
9.64365,0.000471431
8.83176,2.99798
8.06226,0.0336035
7.34847,9.78158
6.7082,0.00102607
6.16441,22.0197
5.74456,0.00680276
5.47723,33.6306
5.38516,1.08308
5.47723,32.4161
5.74456,0.141592
6.16441,21.6214
6.7082,0.000189664
7.34847,9.96303
8.06226,0.0843657
8.83176,2.96667
9.64365,0.0191483
9.16515,118.147
8.30662,0.143892
7.48331,526.695
6.7082,1.0387
6,1611.07
5.38516,4.16417
4.89898,2004.87
4.58258,9.18168
4.47214,2795.63
4.58258,11.7032
4.89898,3218.98
5.38516,11.2619
6,1289.89
6.7082,6.96376
7.48331,457.416
8.30662,2.47532
9.16515,130.306
9.69536,0.477797
8.77496,0.00111456
7.87401,2.42961
7,9.9752
6.16441,8.12344
5.38516,29.9175
4.69042,18.0328
4.12311,102.309
3.74166,25.152
3.60555,364.403
3.74166,24.4621
4.12311,0.165571
4.69042,19.8199
5.38516,80.6996
6.16441,8.06419
7,3.30607
7.87401,2.20471
8.77496,0.135974
9.69536,0.487652
9.43398,0.0190052
8.48528,276.139
7.54983,0.300128
6.63325,831.665
5.74456,1.8397
4.89898,1407.38
4.12311,7.07816
3.4641,8319.41
3,14.3322
2.82843,7387.45
3,26.5357
3.4641,1527.73
4.12311,23.2533
4.89898,3053.66
5.74456,10.3831
6.63325,1232.91
7.54983,4.61817
8.48528,194.141
9.43398,1.1855
9.27362,0.0866448
8.30662,0.000551448
7.34847,0.362264
6.40312,56.6945
5.47723,1.28232
4.58258,152.781
3.74166,2.65676
3,524.939
2.44949,4.97526
2.23607,2056.62
2.44949,6.91017
3,0.000548929
3.74166,1.4185
4.58258,405.679
5.47723,1.08334
6.40312,22.8109
7.34847,0.583878
8.30662,1.3387
9.27362,0.0736593
9.21954,0.0194307
8.24621,215.165
7.28011,0.312341
6.32456,1325.42
5.38516,2.48406
4.47214,5612.49
3.60555,8.86606
2.82843,1650.32
2.23607,24.073
2,4476.25
2.23607,23.9812
2.82843,13930.3
3.60555,21.6614
4.47214,2319.2
5.38516,18.0128
6.32456,716.162
7.28011,5.61681
8.24621,340.996
9.21954,1.31468
9.27362,0.0866448
8.30662,0.000551448
7.34847,0.362264
6.40312,56.6945
5.47723,1.28232
4.58258,152.781
3.74166,2.65676
3,524.939
2.44949,4.97526
2.23607,2056.62
2.44949,6.91017
3,0.000548929
3.74166,1.4185
4.58258,405.679
5.47723,1.08334
6.40312,22.8109
7.34847,0.583878
8.30662,1.3387
9.27362,0.0736593
9.43398,0.0190052
8.48528,276.139
7.54983,0.300128
6.63325,831.665
5.74456,1.8397
4.89898,1407.38
4.12311,7.07816
3.4641,8319.41
3,14.3322
2.82843,7387.45
3,26.5357
3.4641,1527.73
4.12311,23.2533
4.89898,3053.66
5.74456,10.3831
6.63325,1232.91
7.54983,4.61817
8.48528,194.141
9.43398,1.1855
9.69536,0.477797
8.77496,0.00111456
7.87401,2.42961
7,9.9752
6.16441,8.12344
5.38516,29.9175
4.69042,18.0328
4.12311,102.309
3.74166,25.152
3.60555,364.403
3.74166,24.4621
4.12311,0.165571
4.69042,19.8199
5.38516,80.6996
6.16441,8.06419
7,3.30607
7.87401,2.20471
8.77496,0.135974
9.69536,0.487652
9.16515,118.147
8.30662,0.143892
7.48331,526.695
6.7082,1.0387
6,1611.07
5.38516,4.16417
4.89898,2004.87
4.58258,9.18168
4.47214,2795.63
4.58258,11.7032
4.89898,3218.98
5.38516,11.2619
6,1289.89
6.7082,6.96376
7.48331,457.416
8.30662,2.47532
9.16515,130.306
9.64365,0.000471431
8.83176,2.99798
8.06226,0.0336035
7.34847,9.78158
6.7082,0.00102607
6.16441,22.0197
5.74456,0.00680276
5.47723,33.6306
5.38516,1.08308
5.47723,32.4161
5.74456,0.141592
6.16441,21.6214
6.7082,0.000189664
7.34847,9.96303
8.06226,0.0843657
8.83176,2.96667
9.64365,0.0191483
9.43398,0.056075
8.7178,187.392
8.06226,0.385353
7.48331,537.639
7,1.35473
6.63325,826.486
6.40312,3.36036
6.32456,1067.9
6.40312,4.67129
6.63325,1021.51
7,3.957
7.48331,484.589
8.06226,2.43568
8.7178,175.259
9.43398,0.914825
9.43398,0.187567
8.83176,5.84811
8.30662,0.258817
7.87401,12.9046
7.54983,0.921743
7.34847,19.1213
7.28011,6.55856
7.34847,19.6255
7.54983,0.078838
7.87401,12.7692
8.30662,0.60704
8.83176,5.71875
9.43398,0.164822
9.64365,0.0897749
9.16515,108.381
8.77496,0.353803
8.48528,253.537
8.30662,0.755654
8.24621,285.717
8.30662,1.11967
8.48528,182.207
8.77496,1.03508
9.16515,125.643
9.64365,0.56311
9.69536,4.29091
9.43398,0.27481
9.27362,6.3888
9.21954,0.412803
9.27362,6.31983
9.43398,0.028709
9.69536,4.30131
9.94987,54.157
9.69536,0.461363
9.53939,87.7815
9.48683,0.724697
9.53939,85.1658
9.69536,0.754772
9.94987,53.3582
9.89949,0.162028
9.43398,4.33777
9.05539,0.0456983
8.77496,7.85856
8.60233,0.11866
8.544,9.74884
8.60233,1.60632
8.77496,7.95535
9.05539,0.0679381
9.43398,4.2592
9.89949,0.00956203
9.69536,0.260027
9.11043,134.217
8.60233,0.966468
8.18535,339.809
7.87401,2.40302
7.68115,335.637
7.61577,3.8783
7.68115,388.913
7.87401,3.59811
8.18535,351.238
8.60233,2.45396
9.11043,121.078
9.69536,1.14184
9.69536,0.00691441
9,3.67806
8.3666,2.62518
7.81025,9.98581
7.34847,7.33318
7,18.7189
6.78233,16.4146
6.7082,21.7363
6.78233,29.8491
7,17.2859
7.34847,0.18226
7.81025,10.3875
8.3666,4.26881
9,3.67697
9.69536,0.025834
9.89949,0.149425
9.11043,154.776
8.3666,0.884299
7.68115,392.758
7.07107,3.42815
6.55744,624.321
6.16441,8.02106
5.91608,2194.9
5.83095,11.1212
5.91608,1701.53
6.16441,13.6731
6.55744,552.467
7.07107,9.02947
7.68115,474.671
8.3666,3.47961
9.11043,147.945
9.89949,1.08378
9.43398,1.10944
8.60233,0.00380289
7.81025,4.45454
7.07107,23.8547
6.40312,12.3011
5.83095,37.011
5.38516,20.5346
5.09902,84.8604
5,27.6431
5.09902,258.001
5.38516,24.7155
5.83095,0.139304
6.40312,10.8097
7.07107,18.88
7.81025,4.27402
8.60233,1.17477
9.43398,1.14855
9.94987,61.283
9.05539,0.32783
8.18535,236.396
7.34847,2.00632
6.55744,1089.13
5.83095,7.24603
5.19615,3276
4.69042,17.6868
4.3589,1680.5
4.24264,32.089
4.3589,2576.22
4.69042,26.4328
5.19615,3547.55
5.83095,17.5726
6.55744,852.949
7.34847,9.07297
8.18535,243.885
9.05539,2.4425
9.94987,63.0318
9.69536,0.112275
8.77496,0.499934
7.87401,0.00630957
7,2.05845
6.16441,26.05
5.38516,5.35999
4.69042,53.5163
4.12311,11.2823
3.74166,121.181
3.60555,11.9144
3.74166,288.082
4.12311,8.07448
4.69042,0.14105
5.38516,6.44983
6.16441,29.2449
7,2.13961
7.87401,0.733972
8.77496,0.45121
9.69536,0.0160402
9.53939,87.9617
8.60233,0.50398
7.68115,484.608
6.78233,2.9706
5.91608,1388.27
5.09902,11.3828
4.3589,2601.16
3.74166,27.3492
3.31662,6169.36
3.16228,39.4967
3.31662,5319.09
3.74166,44.3653
4.3589,2445.3
5.09902,29.7747
5.91608,1531.86
6.78233,12.145
7.68115,469.722
8.60233,3.65363
9.53939,84.6064
9.53939,87.9617
8.60233,0.50398
7.68115,484.608
6.78233,2.9706
5.91608,1388.27
5.09902,11.3828
4.3589,2601.16
3.74166,27.3492
3.31662,6169.36
3.16228,39.4967
3.31662,5319.09
3.74166,44.3653
4.3589,2445.3
5.09902,29.7747
5.91608,1531.86
6.78233,12.145
7.68115,469.722
8.60233,3.65363
9.53939,84.6064
9.69536,0.112275
8.77496,0.499934
7.87401,0.00630957
7,2.05845
6.16441,26.05
