s,intensity
3.58352,1139.11
3.58532,1167.17
3.58712,1198.38
3.58892,1231.5
3.59072,1266.31
3.59252,1302.94
3.59432,1342.54
3.59612,1385.5
3.59792,1431.17
3.59972,1479.61
3.60152,1530.68
3.60332,1585.97
3.60512,1643.8
3.60692,1704.2
3.60872,1767.01
3.61052,1834.19
3.61232,1904.81
3.61412,1977.62
3.61592,2056.16
3.61772,2136.43
3.61952,2220.3
3.62132,2307.85
3.62312,2398.44
3.62492,2493.88
3.62673,2591.74
3.62853,2691.87
3.63033,2796.69
3.63213,2905.06
3.63393,3016.48
3.63573,3130.5
3.63753,3247.86
3.63933,3368.99
3.64113,3493.69
3.64293,3620.12
3.64473,3749.77
3.64653,3881.54
3.64833,4016.23
3.65013,4153.67
3.65193,4292.93
3.65373,4434.69
3.65553,4578.42
3.65733,4724.16
3.65913,4871.69
3.66093,5020.4
3.66273,5169.75
3.66453,5320.21
3.66633,5471.3
3.66813,5624.3
3.66993,5777.45
3.67173,5930.15
3.67353,6084.41
3.67533,6236.87
3.67714,6389.72
3.67894,6541.41
3.68074,6692.07
3.68254,6841.76
3.68434,6990.11
3.68614,7136.36
3.68794,7280.73
3.68974,7422.91
3.69154,7563.24
3.69334,7700.62
3.69514,7836.48
3.69694,7968.19
3.69874,8096.22
3.70054,8221
3.70234,8340.68
3.70414,8457.43
3.70594,8570.46
3.70774,8678.47
3.70954,8782.6
3.71134,8882.51
3.71314,8976.34
3.71494,9065.09
3.71674,9149.09
3.71854,9226.25
3.72034,9297.38
3.72214,9363.88
3.72394,9426.23
3.72575,9481.93
3.72755,9529.67
3.72935,9571.93
3.73115,9609.29
3.73295,9638.56
3.73475,9662.56
3.73655,9680.53
3.73835,9691.82
3.74015,9696.09
3.74195,9694.03
3.74375,9686.52
3.74555,9671.78
3.74735,9651.41
3.74915,9624.17
3.75095,9590.31
3.75275,9552.26
3.75455,9507.47
3.75635,9456.07
3.75815,9398.71
3.75995,9335.87
3.76175,9268.1
3.76355,9195.48
3.76535,9117.78
3.76715,9034.11
3.76895,8945.9
3.77075,8853.61
3.77255,8756.31
3.77435,8654.35
3.77616,8548.69
3.77796,8439.94
3.77976,8327.8
3.78156,8212.37
3.78336,8093.95
3.78516,7972.73
3.78696,7848.58
3.78876,7723.04
3.79056,7595.24
3.79236,7464.78
3.79416,7334.02
3.79596,7201.17
3.79776,7068.07
3.79956,6934.63
3.80136,6800.56
3.80316,6665.16
3.80496,6531.52
3.80676,6398.13
3.80856,6264.81
3.81036,6132.27
3.81216,6001.33
3.81396,5871.45
3.81576,5742.28
3.81756,5616.12
3.81936,5492.43
3.82116,5370.7
3.82296,5250.88
3.82476,5133.97
3.82657,5020.17
3.82837,4907.91
3.83017,4798.65
3.83197,4694.08
3.83377,4592.25
3.83557,4494.06
3.83737,4399.44
3.83917,4308.6
3.84097,4222.53
3.84277,4139.55
3.84457,4058.65
3.84637,3983.24
3.84817,3912.66
3.84997,3845.86
3.85177,3782.52
3.85357,3723.46
3.85537,3668.43
3.85717,3617.26
3.85897,3570
3.86077,3526.85
3.86257,3487.61
3.86437,3452.17
3.86617,3421.34
3.86797,3393.45
3.86977,3368.59
3.87157,3348.51
3.87337,3331.03
3.87517,3315.88
3.87698,3306.16
3.87878,3298.56
3.88058,3293.6
3.88238,3291.32
3.88418,3291.23
3.88598,3293.46
3.88778,3298.14
3.88958,3305.44
3.89138,3314.66
3.89318,3325.49
3.89498,3337.77
3.89678,3351.5
3.89858,3366.77
3.90038,3382.83
3.90218,3399.82
3.90398,3417.56
3.90578,3435.93
3.90758,3455.04
3.90938,3474.16
3.91118,3492.67
3.91298,3511.39
3.91478,3530.15
3.91658,3548.28
3.91838,3566.43
3.92018,3583.71
3.92198,3599.14
3.92378,3614.33
3.92559,3628.7
3.92739,3642
3.92919,3652.7
3.93099,3663.26
3.93279,3672.9
3.93459,3680.44
3.93639,3685.17
3.93819,3689.13
3.93999,3691.56
3.94179,3691.7
3.94359,3689.14
3.94539,3685.43
3.94719,3680.01
3.94899,3671.86
3.95079,3662.05
3.95259,3650.86
3.95439,3637.52
3.95619,3621.23
3.95799,3604.07
3.95979,3583.82
3.96159,3561.81
3.96339,3538.62
3.96519,3513.29
3.96699,3485.97
3.96879,3458.32
3.97059,3427.68
3.97239,3394.78
3.97419,3360.89
3.976,3326.28
3.9778,3289.5
3.9796,3251.64
3.9814,3213.44
3.9832,3172.29
3.985,3131.68
3.9868,3090.61
3.9886,3048.01
3.9904,3004.4
3.9922,2960.13
3.994,2915.95
3.9958,2871.47
3.9976,2826.31
3.9994,2781.2
4.0012,2736.39
4.003,2691.61
4.0048,2646.02
4.0066,2601.69
4.0084,2558.36
4.0102,2514.59
4.012,2470.87
4.0138,2428.77
4.0156,2386.65
4.0174,2346.1
4.0192,2306.43
4.021,2267.61
4.0228,2230.59
4.0246,2193.47
4.02641,2158.05
4.02821,2123.76
4.03001,2090.74
4.03181,2059.27
4.03361,2029.36
4.03541,2000.87
4.03721,1974.23
4.03901,1948.16
4.04081,1924.65
4.04261,1902.03
4.04441,1881.47
4.04621,1861.86
4.04801,1844.38
4.04981,1828.78
4.05161,1814.15
4.05341,1800.45
4.05521,1788.95
4.05701,1779.8
4.05881,1771.51
4.06061,1763.65
4.06241,1757.89
4.06421,1754.63
4.06601,1751.29
4.06781,1749.11
4.06961,1748.8
4.07141,1749.29
4.07321,1751.59
4.07502,1755.21
4.07682,1758.5
4.07862,1763.4
4.08042,1769.56
4.08222,1775.21
4.08402,1781.89
4.08582,1789.65
4.08762,1798.46
4.08942,1807.42
4.09122,1816.83
4.09302,1825.67
4.09482,1835.43
4.09662,1844.85
4.09842,1854.54
4.10022,1865.59
4.10202,1876.05
4.10382,1885.3
4.10562,1894.42
4.10742,1904.52
4.10922,1913.21
4.11102,1922.16
4.11282,1931.1
4.11462,1938.74
4.11642,1945.91
4.11822,1952.29
4.12002,1958.23
4.12182,1963.28
4.12362,1967.44
4.12543,1971.51
4.12723,1974.82
4.12903,1977.05
4.13083,1978.11
4.13263,1978
4.13443,1977.51
4.13623,1975.66
4.13803,1971.89
4.13983,1968.34
4.14163,1964.52
4.14343,1959.2
4.14523,1952.54
4.14703,1944.59
4.14883,1935.16
4.15063,1925.29
4.15243,1914.77
4.15423,1903.84
4.15603,1890.93
4.15783,1877.29
4.15963,1863.1
4.16143,1847.89
4.16323,1831.85
4.16503,1814.97
4.16683,1797.08
4.16863,1779.06
4.17043,1760.18
4.17223,1740.75
4.17404,1720.43
4.17584,1699.43
4.17764,1677.84
4.17944,1655.66
4.18124,1633.61
4.18304,1611.66
4.18484,1590.21
4.18664,1567.09
4.18844,1543.37
4.19024,1519.3
4.19204,1496.83
4.19384,1473.17
4.19564,1450.01
4.19744,1426.97
4.19924,1403.95
4.20104,1381.05
4.20284,1358.83
4.20464,1336.38
4.20644,1313.63
4.20824,1291.67
4.21004,1271.09
4.21184,1249.99
4.21364,1229.66
4.21544,1210.42
4.21724,1191.33
4.21904,1172.27
4.22084,1154.26
4.22264,1137
4.22444,1120.56
4.22624,1105.16
4.22805,1090.14
4.22985,1076.01
4.23165,1062.51
4.23345,1048.95
4.23525,1036.49
4.23705,1025.76
4.23885,1015.93
4.24065,1007.22
4.24245,998.542
4.24425,990.681
4.24605,983.989
4.24785,976.967
4.24965,972.042
4.25145,968.583
4.25325,965.682
4.25505,963.149
4.25685,963.004
4.25865,962.013
4.26045,962.052
4.26225,963.062
4.26405,964.501
4.26585,967.919
4.26765,972.221
4.26945,977.132
4.27125,982.979
4.27305,989.36
4.27485,996.265
4.27666,1004.61
4.27846,1014.33
4.28026,1024.22
4.28206,1035.29
4.28386,1047.25
4.28566,1059.75
4.28746,1072.96
4.28926,1087.24
4.29106,1102.55
4.29286,1118.83
4.29466,1136.59
4.29646,1154.57
4.29826,1172.97
4.30006,1192.23
4.30186,1213.02
4.30366,1234.29
4.30546,1256.44
4.30726,1279.21
4.30906,1303.61
4.31086,1328.62
4.31266,1354.75
4.31446,1381.6
4.31626,1408.69
4.31806,1437.12
4.31986,1465.36
4.32166,1495.3
4.32346,1526.32
4.32526,1558.2
4.32707,1590.9
4.32887,1623.51
4.33067,1657.6
4.33247,1691.14
4.33427,1726.03
4.33607,1762.45
4.33787,1798.52
4.33967,1835.24
4.34147,1872.33
4.34327,1909.81
4.34507,1948.14
4.34687,1986.65
4.34867,2025.48
4.35047,2064.8
4.35227,2104
4.35407,2142.99
4.35587,2182.19
4.35767,2221.59
4.35947,2261.57
4.36127,2300.67
4.36307,2339.25
4.36487,2378
4.36667,2416.03
4.36847,2453.4
4.37027,2491.08
4.37207,2528.9
4.37387,2564.44
4.37568,2599.38
4.37748,2633.66
4.37928,2666.85
4.38108,2700.07
4.38288,2731.9
4.38468,2762.84
4.38648,2792.29
4.38828,2820.48
4.39008,2847.18
4.39188,2872.76
4.39368,2897.48
4.39548,2919.67
4.39728,2941.09
4.39908,2960.63
4.40088,2979.93
4.40268,2996.19
4.40448,3010.93
4.40628,3024.38
4.40808,3036.69
4.40988,3047.16
4.41168,3055.62
4.41348,3062.79
4.41528,3067.7
4.41708,3071.28
4.41888,3073.85
4.42068,3074.7
4.42248,3073.81
4.42428,3070.99
4.42609,3067.62
4.42789,3062.67
4.42969,3056.04
4.43149,3047.44
4.43329,3037.77
4.43509,3027.61
4.43689,3016.63
4.43869,3004.13
4.44049,2991.45
4.44229,2976.86
4.44409,2961.84
4.44589,2946.27
4.44769,2929.7
4.44949,2912.77
4.45129,2896.01
4.45309,2878.03
4.45489,2860.79
4.45669,2843.78
4.45849,2825
4.46029,2807.22
4.46209,2790.09
4.46389,2772.41
4.46569,2755.45
4.46749,2738.96
4.46929,2722.86
4.47109,2706.73
4.47289,2693.15
4.4747,2679.25
4.4765,2666.14
4.4783,2654.05
4.4801,2643.19
4.4819,2633.53
4.4837,2625.19
4.4855,2617.84
4.4873,2611.94
4.4891,2606.83
4.4909,2603.7
4.4927,2602.39
4.4945,2602.63
4.4963,2603.75
4.4981,2606.94
4.4999,2610.86
4.5017,2617.33
4.5035,2626
4.5053,2635.91
4.5071,2647.22
4.5089,2660.75
4.5107,2675.94
4.5125,2692.79
4.5143,2711.17
4.5161,2732.09
4.5179,2754.68
4.5197,2778.84
4.5215,2805.18
4.5233,2832.68
4.5251,2862.2
4.52691,2893.45
4.52871,2926.38
4.53051,2960.63
4.53231,2996.93
4.53411,3035.56
4.53591,3074.93
4.53771,3115.55
4.53951,3158.11
4.54131,3202.86
4.54311,3247.62
4.54491,3295.01
4.54671,3344.08
4.54851,3393.62
4.55031,3444.37
4.55211,3496.62
4.55391,3549.72
4.55571,3604.51
4.55751,3660.46
4.55931,3716.7
4.56111,3774.12
4.56291,3832.07
4.56471,3890.64
4.56651,3950.83
4.56831,4011.54
4.57011,4072.02
4.57191,4133.39
4.57371,4195.92
4.57551,4258.68
4.57732,4321.25
4.57912,4383.18
4.58092,4446.23
4.58272,4509.28
4.58452,4571.91
4.58632,4634.9
4.58812,4697.24
4.58992,4759.41
4.59172,4821.06
4.59352,4882.3
4.59532,4942.67
4.59712,5002.32
4.59892,5060.89
4.60072,5118.41
4.60252,5176.28
4.60432,5232.93
4.60612,5286.65
4.60792,5340.22
4.60972,5392.44
4.61152,5442.51
4.61332,5491.26
4.61512,5539.25
4.61692,5585.08
4.61872,5627.98
4.62052,5669.77
4.62232,5709.34
4.62412,5746.67
4.62593,5781.39
4.62773,5814.29
4.62953,5845.22
4.63133,5873.39
4.63313,5898.9
4.63493,5921.54
4.63673,5941.53
4.63853,5959.21
4.64033,5973.98
4.64213,5986.14
4.64393,5995.35
4.64573,6001.65
4.64753,6004.32
4.64933,6004.23
4.65113,6001.79
4.65293,5996.31
4.65473,5986.98
4.65653,5975.11
4.65833,5960.4
4.66013,5942.51
4.66193,5921.65
4.66373,5897.97
4.66553,5870.34
4.66733,5839.89
4.66913,5807.05
4.67093,5771.02
4.67273,5732.83
4.67453,5691.22
4.67634,5646.73
4.67814,5600.14
4.67994,5549.98
4.68174,5496.91
4.68354,5442.59
4.68534,5385.81
4.68714,5326.7
4.68894,5264.48
4.69074,5200.58
4.69254,5134.27
4.69434,5066.08
4.69614,4995.86
4.69794,4924.49
4.69974,4851.05
4.70154,4776.08
4.70334,4699.75
4.70514,4621.06
4.70694,4541.79
4.70874,4462.13
4.71054,4381.28
4.71234,4299.16
4.71414,4215.57
4.71594,4131.78
4.71774,4047.84
4.71954,3963.85
4.72134,3878.48
4.72314,3792.83
4.72495,3707.77
4.72675,3622.45
4.72855,3537.39
4.73035,3452.57
4.73215,3367.58
4.73395,3283.16
4.73575,3199.1
4.73755,3115.45
4.73935,3033.69
4.74115,2951.68
4.74295,2870.76
4.74475,2791.63
4.74655,2713.47
4.74835,2635.47
4.75015,2559.25
4.75195,2484.06
4.75375,2409.87
4.75555,2338.04
4.75735,2267.4
4.75915,2197.99
4.76095,2129.92
4.76275,2064.2
4.76455,1999.98
4.76635,1936.88
4.76815,1876.6
4.76995,1817.3
4.77175,1760.03
4.77355,1704.43
4.77536,1651.36
4.77716,1600.02
4.77896,1549.89
4.78076,1502.59
4.78256,1456.57
4.78436,1412.94
4.78616,1371.28
4.78796,1330.83
4.78976,1292.89
4.79156,1256.97
4.79336,1221.83
4.79516,1189.37
4.79696,1158.99
4.79876,1130.6
4.80056,1103.46
4.80236,1078.55
4.80416,1054.94
4.80596,1033.32
4.80776,1013.31
4.80956,994.578
4.81136,977.711
4.81316,962.458
4.81496,948.862
4.81676,936.648
4.81856,926.031
4.82036,916.345
4.82216,907.545
4.82397,900.161
4.82577,894.734
4.82757,890.143
4.82937,886.884
4.83117,884.165
4.83297,882.783
4.83477,882.033
4.83657,882.32
4.83837,883.904
4.84017,885.631
4.84197,887.801
4.84377,891.233
4.84557,895.086
4.84737,900.018
4.84917,904.726
4.85097,909.72
4.85277,915.541
4.85457,922.065
4.85637,929.171
4.85817,936.047
4.85997,943.289
4.86177,949.918
4.86357,957.495
4.86537,965.104
4.86717,973.311
4.86897,981.08
4.87077,988.89
4.87257,996.346
4.87437,1004.59
4.87617,1012.55
4.87798,1020.28
4.87978,1027.43
4.88158,1035.11
4.88338,1042.06
4.88518,1050.27
4.88698,1057.45
4.88878,1063.9
4.89058,1071.19
4.89238,1077.59
4.89418,1084.72
4.89598,1091.62
4.89778,1096.96
4.89958,1102.29
4.90138,1107.95
4.90318,1114.04
4.90498,1119.2
4.90678,1124.47
4.90858,1129.67
4.91038,1134.23
4.91218,1138.91
4.91398,1143.72
4.91578,1148.27
4.91758,1151.37
4.91938,1155.73
4.92118,1160.19
4.92298,1163.8
4.92478,1167.06
4.92659,1169.83
4.92839,1173.9
4.93019,1177.07
4.93199,1180.01
4.93379,1182.79
4.93559,1185.15
4.93739,1188.11
4.93919,1190.85
4.94099,1193.58
4.94279,1195.9
4.94459,1198.01
4.94639,1199.79
4.94819,1202.43
4.94999,1204.36
4.95179,1206.35
4.95359,1207.9
4.95539,1209.5
4.95719,1210.68
4.95899,1212.41
4.96079,1213.91
4.96259,1214.19
4.96439,1215.35
4.96619,1216.73
4.96799,1217.12
4.96979,1217.04
4.97159,1217.1
4.97339,1217.01
4.97519,1217.28
4.977,1217.23
4.9788,1217.26
4.9806,1216.32
4.9824,1214.77
4.9842,1213.1
4.986,1211.37
4.9878,1209.93
4.9896,1208.02
4.9914,1205.99
4.9932,1202.63
4.995,1199
4.9968,1196.09
4.9986,1192.76
5.0004,1188.7
5.0022,1184.79
5.004,1179.96
5.0058,1175.26
5.0076,1170.12
5.0094,1164.29
5.0112,1158.42
5.013,1151.81
5.0148,1145.69
5.0166,1138.94
5.0184,1130.87
5.0202,1123.37
5.022,1115.91
5.0238,1107.66
5.02561,1099.21
5.02741,1090.27
5.02921,1081.23
5.03101,1071.5
5.03281,1061.76
5.03461,1052.37
5.03641,1042.05
5.03821,1032.08
5.04001,1021.25
5.04181,1010.44
5.04361,999.072
5.04541,987.941
5.04721,977.25
5.04901,965.799
5.05081,954.099
5.05261,942.382
5.05441,930.046
5.05621,917.949
5.05801,906.446
5.05981,894.878
5.06161,882.936
5.06341,871.631
5.06521,859.13
5.06701,846.638
5.06881,835.152
5.07061,823.323
5.07241,811.907
5.07421,800.058
5.07601,789.297
5.07782,777.395
5.07962,765.107
5.08142,754.715
5.08322,744.063
5.08502,733.119
5.08682,722.5
5.08862,712.219
5.09042,702.401
5.09222,692.796
5.09402,683.099
5.09582,673.765
5.09762,664.379
5.09942,654.899
5.10122,646.316
5.10302,638.543
5.10482,630.08
5.10662,622.072
5.10842,614.898
5.11022,608.201
5.11202,601.02
5.11382,594.296
5.11562,588.306
5.11742,582.795
5.11922,576.855
5.12102,571.262
5.12282,566.738
5.12462,561.765
5.12643,557.388
5.12823,552.813
5.13003,549.456
5.13183,546.351
5.13363,543.016
5.13543,539.643
5.13723,537.593
5.13903,534.657
5.14083,532.399
5.14263,530.556
5.14443,529.127
5.14623,528.081
5.14803,526.941
5.14983,525.914
5.15163,525.425
5.15343,524.915
5.15523,524.755
5.15703,524.422
5.15883,524.607
5.16063,524.941
5.16243,525.414
5.16423,525.979
5.16603,526.644
5.16783,527.163
5.16963,528.001
5.17143,528.954
5.17323,530.305
5.17503,531.911
5.17684,532.971
5.17864,533.817
5.18044,535.826
5.18224,537.434
5.18404,538.306
5.18584,539.696
5.18764,541.032
5.18944,542.376
5.19124,543.348
5.19304,544.807
5.19484,546.458
5.19664,547.142
5.19844,547.7
5.20024,548.947
5.20204,550.153
5.20384,551.345
5.20564,551.793
5.20744,552.287
5.20924,552.505
5.21104,552.54
5.21284,552.959
5.21464,553.052
5.21644,552.51
5.21824,552.649
5.22004,552.725
5.22184,552.08
5.22364,551.697
5.22544,550.943
5.22725,549.066
5.22905,548.484
5.23085,548.141
5.23265,546.816
5.23445,545.148
5.23625,543.841
5.23805,542.335
5.23985,540.588
5.24165,538.849
5.24345,537.969
5.24525,535.805
5.24705,533.478
5.24885,532.139
5.25065,530.555
5.25245,528.357
5.25425,526.949
5.25605,524.884
5.25785,523.748
5.25965,522.146
5.26145,521.008
5.26325,519.792
5.26505,518.683
5.26685,517.85
5.26865,517.347
5.27045,517.312
5.27225,517.31
5.27405,516.997
5.27586,517.357
5.27766,518.702
5.27946,519.892
5.28126,521.268
5.28306,523.09
5.28486,525.662
5.28666,529.313
5.28846,532.715
5.29026,537.088
5.29206,541.373
5.29386,546.187
5.29566,551.896
5.29746,558.465
5.29926,565.388
5.30106,573.246
5.30286,581.012
5.30466,590.28
5.30646,599.906
5.30826,610.509
5.31006,622.103
5.31186,633.571
5.31366,646.906
5.31546,661.114
5.31726,674.949
5.31906,689.662
5.32086,705.403
5.32266,722.556
5.32446,740.45
5.32627,759.24
5.32807,778.674
5.32987,798.665
5.33167,819.539
5.33347,841.203
5.33527,863.913
5.33707,887.405
5.33887,912.076
5.34067,937.181
5.34247,962.46
5.34427,988.891
5.34607,1016.64
5.34787,1044.39
5.34967,1072.81
5.35147,1101.86
5.35327,1131.89
5.35507,1162.3
5.35687,1193.2
5.35867,1224.81
5.36047,1256.32
5.36227,1289.14
5.36407,1322.12
5.36587,1355.17
5.36767,1388.65
5.36947,1422.04
5.37127,1455.67
5.37307,1489.99
5.37488,1524.45
5.37668,1558.63
5.37848,1592.98
5.38028,1627.44
5.38208,1661.09
5.38388,1695.56
5.38568,1729.7
5.38748,1762.84
5.38928,1795.56
5.39108,1828.15
5.39288,1860.85
5.39468,1892.46
5.39648,1924.82
5.39828,1956.12
5.40008,1985.93
5.40188,2014.77
5.40368,2043.35
5.40548,2071.1
5.40728,2098.39
5.40908,2124.93
5.41088,2150.11
5.41268,2174.48
5.41448,2197.45
5.41628,2219.58
5.41808,2240.71
5.41988,2261.21
5.42168,2280.5
5.42348,2298.06
5.42528,2314.61
5.42709,2329.71
5.42889,2343.63
5.43069,2357.1
5.43249,2368.83
5.43429,2379.5
5.43609,2388.64
5.43789,2396.62
5.43969,2403.66
5.44149,2408.96
5.44329,2413.48
5.44509,2417.25
5.44689,2418.96
5.44869,2419.73
5.45049,2419.33
5.45229,2418.7
5.45409,2416.74
5.45589,2413.24
5.45769,2408.45
5.45949,2402.67
5.46129,2396.16
5.46309,2389.29
5.46489,2381.89
5.46669,2373.57
5.46849,2364.04
5.47029,2354.05
5.47209,2343.4
5.47389,2333.06
5.4757,2321.22
5.4775,2309.1
5.4793,2297.01
5.4811,2284.86
5.4829,2272.31
5.4847,2258.72
5.4865,2245.3
5.4883,2232.11
5.4901,2219.32
5.4919,2206.35
5.4937,2193.63
5.4955,2180.39
5.4973,2167.35
5.4991,2154.71
5.5009,2142.89
5.5027,2131
5.5045,2119.54
5.5063,2109.02
5.5081,2098.81
5.5099,2088.81
5.5117,2079.08
5.5135,2069.6
5.5153,2061.49
5.5171,2053.82
5.5189,2045.77
5.5207,2039.08
5.5225,2033.58
5.5243,2028.62
5.5261,2023.49
5.52791,2019.26
5.52971,2016.48
5.53151,2014.05
5.53331,2012.16
5.53511,2010.83
5.53691,2010.17
5.53871,2010.64
5.54051,2011.21
5.54231,2012.46
5.54411,2014.68
5.54591,2016.76
5.54771,2019.62
5.54951,2023.45
5.55131,2028.25
5.55311,2032.13
5.55491,2036.94
5.55671,2043.29
5.55851,2049.26
5.56031,2055.44
5.56211,2062.75
5.56391,2070.53
5.56571,2078.13
5.56751,2085.68
5.56931,2094.65
5.57111,2102.79
5.57291,2111.32
5.57471,2120.09
5.57652,2130.06
5.57832,2139.84
5.58012,2149.91
5.58192,2159.62
5.58372,2169.53
5.58552,2180.25
5.58732,2191.39
5.58912,2201.72
5.59092,2212.69
5.59272,2224.4
5.59452,2235.92
5.59632,2247.26
5.59812,2258.78
5.59992,2270.74
5.60172,2282.53
5.60352,2294.31
5.60532,2306.51
5.60712,2319.14
5.60892,2332.01
5.61072,2344.46
5.61252,2357.66
5.61432,2370.41
5.61612,2384.05
5.61792,2397.79
5.61972,2411.54
5.62152,2425.74
5.62332,2440.21
5.62512,2454.46
5.62693,2469.14
5.62873,2483.6
5.63053,2498.29
5.63233,2512.98
5.63413,2528.65
5.63593,2544.91
5.63773,2560.95
5.63953,2577.1
5.64133,2593.52
5.64313,2609.62
5.64493,2625.91
5.64673,2642.87
5.64853,2660.5
5.65033,2677.09
5.65213,2694.06
5.65393,2711.54
5.65573,2728.42
5.65753,2745.1
5.65933,2762.15
5.66113,2779.28
5.66293,2795.93
5.66473,2812.99
5.66653,2829.46
5.66833,2845.56
5.67013,2861.69
5.67193,2878.04
5.67373,2893.53
5.67554,2909.09
5.67734,2924.15
5.67914,2937.96
5.68094,2951.78
5.68274,2965.09
5.68454,2977.26
5.68634,2988.97
5.68814,3000.35
5.68994,3010.9
5.69174,3020.74
5.69354,3029.21
5.69534,3037.02
5.69714,3045.05
5.69894,3051.33
5.70074,3056.6
5.70254,3060.86
5.70434,3064.57
5.70614,3067.25
5.70794,3068.19
5.70974,3067.87
5.71154,3066.68
5.71334,3064.22
5.71514,3060.21
5.71694,3055.89
5.71874,3049.68
5.72054,3042.29
5.72234,3034.09
5.72414,3024.58
5.72594,3013.96
5.72775,3001.94
5.72955,2988.55
5.73135,2974.45
5.73315,2959.72
5.73495,2943.1
5.73675,2924.99
5.73855,2905.69
5.74035,2885.73
5.74215,2864.45
5.74395,2842.37
5.74575,2819.74
5.74755,2796.41
5.74935,2771.25
5.75115,2745.26
5.75295,2719.06
5.75475,2691.98
5.75655,2664.07
5.75835,2635.43
5.76015,2606.87
5.76195,2577.29
5.76375,2547.81
5.76555,2517.45
5.76735,2486.32
5.76915,2455.64
5.77095,2424.63
5.77275,2393.27
5.77455,2361.05
5.77636,2329.45
5.77816,2298.14
5.77996,2266.9
5.78176,2235.89
5.78356,2204.74
5.78536,2174.56
5.78716,2144.14
5.78896,2114.1
5.79076,2085.16
5.79256,2056.48
5.79436,2028.29
5.79616,2000.72
5.79796,1973.57
5.79976,1947.15
5.80156,1921.63
5.80336,1896.73
5.80516,1873.11
5.80696,1850.23
5.80876,1828.16
5.81056,1806.96
5.81236,1786.95
5.81416,1768.95
5.81596,1751.31
5.81776,1734.57
5.81956,1718.72
5.82136,1703.73
5.82316,1689.87
5.82497,1677.77
5.82677,1666.81
5.82857,1656.6
5.83037,1647.53
5.83217,1639.78
5.83397,1633.64
5.83577,1627.88
5.83757,1623.61
5.83937,1620.54
5.84117,1618.61
5.84297,1617.55
5.84477,1618.06
5.84657,1619.23
5.84837,1621.58
5.85017,1625
5.85197,1629.19
5.85377,1634.48
5.85557,1640.44
5.85737,1648.06
5.85917,1655.73
5.86097,1664.26
5.86277,1673.85
5.86457,1684.21
5.86637,1695.35
5.86817,1707.16
5.86997,1719.86
5.87177,1733.03
5.87357,1746.74
5.87537,1761.19
5.87718,1776.09
5.87898,1791.69
5.88078,1807.26
5.88258,1822.94
5.88438,1839.36
5.88618,1856.17
5.88798,1873.41
5.88978,1890.23
5.89158,1907.52
5.89338,1925.21
5.89518,1943.47
5.89698,1961.64
5.89878,1980.36
5.90058,1999.3
5.90238,2017.75
5.90418,2036.37
5.90598,2055.27
5.90778,2073.75
5.90958,2092.35
5.91138,2110.84
5.91318,2129.64
5.91498,2148.34
5.91678,2166.48
5.91858,2184.7
5.92038,2203.69
5.92218,2222.73
5.92398,2241.62
5.92579,2260.76
5.92759,2279.54
5.92939,2297.95
5.93119,2316.84
5.93299,2335.77
5.93479,2354.6
5.93659,2373.38
5.93839,2392.41
5.94019,2411.6
5.94199,2431
5.94379,2451.04
5.94559,2470.57
5.94739,2490.61
5.94919,2510.55
5.95099,2530.97
5.95279,2551.97
5.95459,2572.85
5.95639,2594.41
5.95819,2616.41
5.95999,2638.94
5.96179,2662.07
5.96359,2685.39
5.96539,2708.69
5.96719,2733.01
5.96899,2757.42
5.97079,2783.12
5.97259,2808.82
5.97439,2835.12
5.9762,2862.38
5.978,2889.62
5.9798,2918.15
5.9816,2947.28
5.9834,2976.81
5.9852,3007.25
5.987,3038.25
5.9888,3069.9
5.9906,3102.12
5.9924,3135.2
5.9942,3168.76
5.996,3202.81
5.9978,3238.09
5.9996,3273.75
6.0014,3309.51
6.0032,3345.44
6.005,3382.08
6.0068,3419.66
6.0086,3458.12
6.0104,3497.22
6.0122,3535.85
6.014,3575.21
6.0158,3615.09
6.0176,3654.77
6.0194,3694.71
6.0212,3734.4
6.023,3774.23
6.02481,3814.35
6.02661,3854.77
6.02841,3894.92
6.03021,3934.44
6.03201,3974.24
6.03381,4013.48
6.03561,4052.51
6.03741,4090.7
6.03921,4128.96
6.04101,4166.64
6.04281,4202.9
6.04461,4238.81
6.04641,4273.8
6.04821,4307.79
6.05001,4340.95
6.05181,4373.79
6.05361,4405.01
6.05541,4434.73
6.05721,4463.31
6.05901,4490.59
6.06081,4516.24
6.06261,4540.79
6.06441,4563.18
6.06621,4584.51
6.06801,4605.02
6.06981,4623.21
6.07161,4639.28
6.07341,4654.31
6.07521,4666.71
6.07702,4677.3
6.07882,4686.49
6.08062,4693.67
6.08242,4698.74
6.08422,4701.77
6.08602,4702.53
6.08782,4701.94
6.08962,4698.95
6.09142,4693.71
6.09322,4686.5
6.09502,4677.76
6.09682,4666.76
6.09862,4653.74
6.10042,4638.72
6.10222,4621.82
6.10402,4602.83
6.10582,4582.26
6.10762,4559.81
6.10942,4535.6
6.11122,4508.95
6.11302,4480.59
6.11482,4450.71
6.11662,4419.57
6.11842,4386.79
6.12022,4352.67
6.12202,4317.09
6.12382,4280.23
6.12563,4241.65
6.12743,4202.41
6.12923,4161.97
6.13103,4120.13
6.13283,4077.36
6.13463,4033.61
6.13643,3989.05
6.13823,3944.23
6.14003,3898.59
6.14183,3852.73
6.14363,3806.15
6.14543,3759.26
6.14723,3712.01
6.14903,3664.13
